#{"t_start": 1637409429.2878196, "env_id": null}
r,l,t,total_reward,total_asset,last_account,action_summary
17.455643,757,646.38694,17.4556430392,274556.43039200007,"{'Cash': 43013.430392000046, 'WMT': 0.0, 'ABBV': 3958.0, 'MMM': 0.0}","{'WMT': {'buy': 114, 'sell': 109, 'no-action': 534}, 'ABBV': {'buy': 200, 'sell': 196, 'no-action': 361}, 'MMM': {'buy': 77, 'sell': 72, 'no-action': 608}}"
18.79533,757,652.458907,18.79532980440001,287953.2980440001,"{'Cash': 287953.2980440001, 'WMT': 0.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 100, 'sell': 92, 'no-action': 565}, 'ABBV': {'buy': 206, 'sell': 208, 'no-action': 343}, 'MMM': {'buy': 115, 'sell': 105, 'no-action': 537}}"
17.357423,757,658.359299,17.35742297279998,273574.22972799983,"{'Cash': 87953.72972799983, 'WMT': 0.0, 'ABBV': 3173.0, 'MMM': 0.0}","{'WMT': {'buy': 95, 'sell': 92, 'no-action': 570}, 'ABBV': {'buy': 182, 'sell': 168, 'no-action': 407}, 'MMM': {'buy': 77, 'sell': 74, 'no-action': 606}}"
16.908113,757,664.461616,16.90811332660003,269081.1332660002,"{'Cash': 85508.13326600016, 'WMT': 0.0, 'ABBV': 3138.0, 'MMM': 0.0}","{'WMT': {'buy': 80, 'sell': 74, 'no-action': 603}, 'ABBV': {'buy': 209, 'sell': 208, 'no-action': 340}, 'MMM': {'buy': 87, 'sell': 82, 'no-action': 588}}"
19.484331,757,670.475988,19.484330749800016,294843.307498,"{'Cash': 101442.30749800001, 'WMT': 0.0, 'ABBV': 3306.0, 'MMM': 0.0}","{'WMT': {'buy': 96, 'sell': 88, 'no-action': 573}, 'ABBV': {'buy': 211, 'sell': 203, 'no-action': 343}, 'MMM': {'buy': 74, 'sell': 81, 'no-action': 602}}"
18.986155,757,676.440057,18.986155071699987,289861.550717,"{'Cash': 123663.05071699998, 'WMT': 0.0, 'ABBV': 2841.0, 'MMM': 0.0}","{'WMT': {'buy': 106, 'sell': 103, 'no-action': 548}, 'ABBV': {'buy': 187, 'sell': 182, 'no-action': 388}, 'MMM': {'buy': 72, 'sell': 71, 'no-action': 614}}"
18.166628,757,682.351305,18.166627776699965,281666.2777669997,"{'Cash': 133602.7777669997, 'WMT': 0.0, 'ABBV': 2531.0, 'MMM': 0.0}","{'WMT': {'buy': 90, 'sell': 92, 'no-action': 575}, 'ABBV': {'buy': 213, 'sell': 221, 'no-action': 323}, 'MMM': {'buy': 64, 'sell': 65, 'no-action': 628}}"
19.005278,757,688.291317,19.00527803569996,290052.78035699966,"{'Cash': 223421.28035699966, 'WMT': 0.0, 'ABBV': 1139.0, 'MMM': 0.0}","{'WMT': {'buy': 109, 'sell': 99, 'no-action': 549}, 'ABBV': {'buy': 199, 'sell': 177, 'no-action': 381}, 'MMM': {'buy': 42, 'sell': 41, 'no-action': 674}}"
19.656248,757,694.380875,19.656248455000014,296562.48455000005,"{'Cash': 217587.48455000008, 'WMT': 0.0, 'ABBV': 1350.0, 'MMM': 0.0}","{'WMT': {'buy': 106, 'sell': 96, 'no-action': 555}, 'ABBV': {'buy': 231, 'sell': 218, 'no-action': 308}, 'MMM': {'buy': 87, 'sell': 76, 'no-action': 594}}"
18.124925,757,700.295785,18.124925445499994,281249.2544549999,"{'Cash': 144476.25445499987, 'WMT': 0.0, 'ABBV': 2338.0, 'MMM': 0.0}","{'WMT': {'buy': 96, 'sell': 90, 'no-action': 571}, 'ABBV': {'buy': 230, 'sell': 223, 'no-action': 304}, 'MMM': {'buy': 102, 'sell': 100, 'no-action': 555}}"
19.339034,757,706.175177,19.33903411319999,293390.341132,"{'Cash': 122336.34113199994, 'WMT': 0.0, 'ABBV': 2924.0, 'MMM': 0.0}","{'WMT': {'buy': 99, 'sell': 90, 'no-action': 568}, 'ABBV': {'buy': 237, 'sell': 231, 'no-action': 289}, 'MMM': {'buy': 93, 'sell': 88, 'no-action': 576}}"
20.682662,757,712.230103,20.68266218039999,306826.62180399994,"{'Cash': 184035.12180399994, 'WMT': 0.0, 'ABBV': 2099.0, 'MMM': 0.0}","{'WMT': {'buy': 84, 'sell': 78, 'no-action': 595}, 'ABBV': {'buy': 235, 'sell': 229, 'no-action': 293}, 'MMM': {'buy': 115, 'sell': 93, 'no-action': 549}}"
20.188588,757,718.214251,20.188587709200036,301885.8770920002,"{'Cash': 105442.8770920002, 'WMT': 0.0, 'ABBV': 3358.0, 'MMM': 0.0}","{'WMT': {'buy': 90, 'sell': 93, 'no-action': 574}, 'ABBV': {'buy': 239, 'sell': 237, 'no-action': 281}, 'MMM': {'buy': 83, 'sell': 82, 'no-action': 592}}"
20.877086,757,724.127826,20.877086046899997,308770.86046900006,"{'Cash': 107706.3604690001, 'WMT': 0.0, 'ABBV': 3437.0, 'MMM': 0.0}","{'WMT': {'buy': 103, 'sell': 87, 'no-action': 567}, 'ABBV': {'buy': 232, 'sell': 224, 'no-action': 301}, 'MMM': {'buy': 63, 'sell': 63, 'no-action': 631}}"
21.358782,757,730.235425,21.358781839600006,313587.8183960001,"{'Cash': 108252.8183960001, 'WMT': 0.0, 'ABBV': 3510.0, 'MMM': 0.0}","{'WMT': {'buy': 140, 'sell': 130, 'no-action': 487}, 'ABBV': {'buy': 234, 'sell': 226, 'no-action': 297}, 'MMM': {'buy': 65, 'sell': 65, 'no-action': 627}}"
19.465192,757,736.176715,19.465192143400046,294651.9214340002,"{'Cash': 116928.92143400018, 'WMT': 0.0, 'ABBV': 3038.0, 'MMM': 0.0}","{'WMT': {'buy': 75, 'sell': 65, 'no-action': 617}, 'ABBV': {'buy': 248, 'sell': 242, 'no-action': 267}, 'MMM': {'buy': 93, 'sell': 79, 'no-action': 585}}"
21.987664,757,742.116127,21.987664168499975,319876.64168499986,"{'Cash': 132676.64168499986, 'WMT': 0.0, 'ABBV': 3200.0, 'MMM': 0.0}","{'WMT': {'buy': 85, 'sell': 87, 'no-action': 585}, 'ABBV': {'buy': 233, 'sell': 216, 'no-action': 308}, 'MMM': {'buy': 87, 'sell': 82, 'no-action': 588}}"
21.964781,757,748.085236,21.96478077189998,319647.80771900003,"{'Cash': 146019.807719, 'WMT': 0.0, 'ABBV': 2968.0, 'MMM': 0.0}","{'WMT': {'buy': 99, 'sell': 97, 'no-action': 561}, 'ABBV': {'buy': 234, 'sell': 236, 'no-action': 287}, 'MMM': {'buy': 74, 'sell': 73, 'no-action': 610}}"
22.470578,757,753.989317,22.47057765360002,324705.776536,"{'Cash': 138558.77653600002, 'WMT': 0.0, 'ABBV': 3182.0, 'MMM': 0.0}","{'WMT': {'buy': 100, 'sell': 96, 'no-action': 561}, 'ABBV': {'buy': 249, 'sell': 249, 'no-action': 259}, 'MMM': {'buy': 73, 'sell': 68, 'no-action': 616}}"
23.915382,757,759.930088,23.91538211009998,339153.82110099983,"{'Cash': 116912.32110099982, 'WMT': 0.0, 'ABBV': 3799.0, 'MMM': 0.0}","{'WMT': {'buy': 104, 'sell': 91, 'no-action': 562}, 'ABBV': {'buy': 218, 'sell': 228, 'no-action': 311}, 'MMM': {'buy': 62, 'sell': 62, 'no-action': 633}}"
23.174327,757,765.925796,23.174327450700027,331743.2745070002,"{'Cash': 112602.2745070002, 'WMT': 0.0, 'ABBV': 3746.0, 'MMM': 0.0}","{'WMT': {'buy': 75, 'sell': 74, 'no-action': 608}, 'ABBV': {'buy': 222, 'sell': 226, 'no-action': 309}, 'MMM': {'buy': 88, 'sell': 79, 'no-action': 590}}"
18.519554,757,772.021001,18.519554099499985,285195.54099499993,"{'Cash': 92906.04099499993, 'WMT': 0.0, 'ABBV': 3287.0, 'MMM': 0.0}","{'WMT': {'buy': 103, 'sell': 86, 'no-action': 568}, 'ABBV': {'buy': 209, 'sell': 202, 'no-action': 346}, 'MMM': {'buy': 90, 'sell': 83, 'no-action': 584}}"
23.866825,757,777.928963,23.866824728399976,338668.2472839998,"{'Cash': 111746.74728399978, 'WMT': 0.0, 'ABBV': 3879.0, 'MMM': 0.0}","{'WMT': {'buy': 86, 'sell': 77, 'no-action': 594}, 'ABBV': {'buy': 224, 'sell': 236, 'no-action': 297}, 'MMM': {'buy': 67, 'sell': 65, 'no-action': 625}}"
22.110223,757,783.798923,22.11022295780001,321102.2295779999,"{'Cash': 111145.72957799991, 'WMT': 0.0, 'ABBV': 3589.0, 'MMM': 0.0}","{'WMT': {'buy': 62, 'sell': 53, 'no-action': 642}, 'ABBV': {'buy': 230, 'sell': 212, 'no-action': 315}, 'MMM': {'buy': 74, 'sell': 70, 'no-action': 613}}"
22.878244,757,789.743913,22.878244122700018,328782.4412269998,"{'Cash': 110518.9412269998, 'WMT': 0.0, 'ABBV': 3731.0, 'MMM': 0.0}","{'WMT': {'buy': 85, 'sell': 74, 'no-action': 598}, 'ABBV': {'buy': 227, 'sell': 210, 'no-action': 320}, 'MMM': {'buy': 74, 'sell': 65, 'no-action': 618}}"
19.886561,757,795.701522,19.886560923499985,298865.6092349998,"{'Cash': 157061.6092349998, 'WMT': 0.0, 'ABBV': 2424.0, 'MMM': 0.0}","{'WMT': {'buy': 82, 'sell': 74, 'no-action': 601}, 'ABBV': {'buy': 210, 'sell': 212, 'no-action': 335}, 'MMM': {'buy': 77, 'sell': 67, 'no-action': 613}}"
20.538941,757,801.716618,20.538941004299993,305389.410043,"{'Cash': 150949.41004299998, 'WMT': 0.0, 'ABBV': 2640.0, 'MMM': 0.0}","{'WMT': {'buy': 91, 'sell': 79, 'no-action': 587}, 'ABBV': {'buy': 201, 'sell': 197, 'no-action': 359}, 'MMM': {'buy': 80, 'sell': 64, 'no-action': 613}}"
20.966121,757,807.690963,20.966120872100007,309661.20872100006,"{'Cash': 142936.20872100006, 'WMT': 0.0, 'ABBV': 2850.0, 'MMM': 0.0}","{'WMT': {'buy': 108, 'sell': 105, 'no-action': 544}, 'ABBV': {'buy': 203, 'sell': 193, 'no-action': 361}, 'MMM': {'buy': 73, 'sell': 73, 'no-action': 611}}"
21.849103,757,813.615716,21.84910289849997,318491.0289849998,"{'Cash': 122984.02898499981, 'WMT': 0.0, 'ABBV': 3342.0, 'MMM': 0.0}","{'WMT': {'buy': 83, 'sell': 80, 'no-action': 594}, 'ABBV': {'buy': 207, 'sell': 193, 'no-action': 357}, 'MMM': {'buy': 78, 'sell': 75, 'no-action': 604}}"
25.640866,757,819.601055,25.640865924300016,356408.65924300015,"{'Cash': 162598.15924300015, 'WMT': 0.0, 'ABBV': 3313.0, 'MMM': 0.0}","{'WMT': {'buy': 76, 'sell': 84, 'no-action': 597}, 'ABBV': {'buy': 209, 'sell': 191, 'no-action': 357}, 'MMM': {'buy': 110, 'sell': 89, 'no-action': 558}}"
27.717157,757,825.655308,27.717156710600023,377171.5671060001,"{'Cash': 141884.5671060001, 'WMT': 0.0, 'ABBV': 4022.0, 'MMM': 0.0}","{'WMT': {'buy': 111, 'sell': 112, 'no-action': 534}, 'ABBV': {'buy': 211, 'sell': 196, 'no-action': 350}, 'MMM': {'buy': 76, 'sell': 60, 'no-action': 621}}"
27.63409,757,831.759277,27.634089721999974,376340.89721999964,"{'Cash': 115138.39721999965, 'WMT': 0.0, 'ABBV': 4465.0, 'MMM': 0.0}","{'WMT': {'buy': 97, 'sell': 100, 'no-action': 560}, 'ABBV': {'buy': 238, 'sell': 217, 'no-action': 302}, 'MMM': {'buy': 74, 'sell': 63, 'no-action': 620}}"
26.633432,757,837.714141,26.633432271699967,366334.32271699974,"{'Cash': 103669.32271699976, 'WMT': 0.0, 'ABBV': 4490.0, 'MMM': 0.0}","{'WMT': {'buy': 85, 'sell': 87, 'no-action': 585}, 'ABBV': {'buy': 228, 'sell': 212, 'no-action': 317}, 'MMM': {'buy': 86, 'sell': 69, 'no-action': 602}}"
27.888241,757,843.764993,27.888240721899965,378882.40721899975,"{'Cash': 80766.40721899975, 'WMT': 0.0, 'ABBV': 5096.0, 'MMM': 0.0}","{'WMT': {'buy': 96, 'sell': 85, 'no-action': 576}, 'ABBV': {'buy': 214, 'sell': 210, 'no-action': 333}, 'MMM': {'buy': 94, 'sell': 79, 'no-action': 584}}"
27.89163,757,849.797943,27.891629666699952,378916.2966669996,"{'Cash': 103322.79666699955, 'WMT': 0.0, 'ABBV': 4711.0, 'MMM': 0.0}","{'WMT': {'buy': 98, 'sell': 96, 'no-action': 563}, 'ABBV': {'buy': 220, 'sell': 217, 'no-action': 320}, 'MMM': {'buy': 95, 'sell': 90, 'no-action': 572}}"
26.540848,757,855.815784,26.540847895700026,365408.47895700013,"{'Cash': 132870.97895700013, 'WMT': 0.0, 'ABBV': 3975.0, 'MMM': 0.0}","{'WMT': {'buy': 97, 'sell': 92, 'no-action': 568}, 'ABBV': {'buy': 233, 'sell': 216, 'no-action': 308}, 'MMM': {'buy': 106, 'sell': 92, 'no-action': 559}}"
24.43908,757,861.769363,24.439079667699943,344390.7966769996,"{'Cash': 131801.7966769996, 'WMT': 0.0, 'ABBV': 3634.0, 'MMM': 0.0}","{'WMT': {'buy': 104, 'sell': 107, 'no-action': 546}, 'ABBV': {'buy': 227, 'sell': 200, 'no-action': 330}, 'MMM': {'buy': 92, 'sell': 84, 'no-action': 581}}"
28.179357,757,867.713892,28.17935725379997,381793.5725379998,"{'Cash': 122112.07253799979, 'WMT': 0.0, 'ABBV': 4439.0, 'MMM': 0.0}","{'WMT': {'buy': 104, 'sell': 96, 'no-action': 557}, 'ABBV': {'buy': 212, 'sell': 219, 'no-action': 326}, 'MMM': {'buy': 88, 'sell': 77, 'no-action': 592}}"
28.185638,757,873.725261,28.18563819830001,381856.38198299985,"{'Cash': 155461.38198299985, 'WMT': 0.0, 'ABBV': 3870.0, 'MMM': 0.0}","{'WMT': {'buy': 93, 'sell': 92, 'no-action': 572}, 'ABBV': {'buy': 225, 'sell': 205, 'no-action': 327}, 'MMM': {'buy': 91, 'sell': 77, 'no-action': 589}}"
28.069901,757,879.707121,28.069901474700007,380699.01474700007,"{'Cash': 115226.01474700004, 'WMT': 0.0, 'ABBV': 4538.0, 'MMM': 0.0}","{'WMT': {'buy': 106, 'sell': 94, 'no-action': 557}, 'ABBV': {'buy': 223, 'sell': 204, 'no-action': 330}, 'MMM': {'buy': 97, 'sell': 93, 'no-action': 567}}"
28.286379,757,885.723931,28.286379028600003,382863.7902859998,"{'Cash': 130026.79028599983, 'WMT': 0.0, 'ABBV': 4322.0, 'MMM': 0.0}","{'WMT': {'buy': 86, 'sell': 90, 'no-action': 581}, 'ABBV': {'buy': 212, 'sell': 185, 'no-action': 360}, 'MMM': {'buy': 126, 'sell': 105, 'no-action': 526}}"
27.386741,757,891.754859,27.38674122370004,373867.41223700007,"{'Cash': 129805.4122370001, 'WMT': 0.0, 'ABBV': 4172.0, 'MMM': 0.0}","{'WMT': {'buy': 93, 'sell': 97, 'no-action': 567}, 'ABBV': {'buy': 226, 'sell': 219, 'no-action': 312}, 'MMM': {'buy': 92, 'sell': 85, 'no-action': 580}}"
25.100194,757,897.756308,25.100194454199958,351001.9445419996,"{'Cash': 58501.944541999605, 'WMT': 0.0, 'ABBV': 5000.0, 'MMM': 0.0}","{'WMT': {'buy': 98, 'sell': 98, 'no-action': 561}, 'ABBV': {'buy': 242, 'sell': 215, 'no-action': 300}, 'MMM': {'buy': 112, 'sell': 90, 'no-action': 555}}"
27.242793,757,903.942596,27.24279273339998,372427.9273339999,"{'Cash': 105141.4273339999, 'WMT': 0.0, 'ABBV': 4569.0, 'MMM': 0.0}","{'WMT': {'buy': 102, 'sell': 103, 'no-action': 552}, 'ABBV': {'buy': 218, 'sell': 217, 'no-action': 322}, 'MMM': {'buy': 98, 'sell': 69, 'no-action': 590}}"
28.177578,757,909.945557,28.177578059099993,381775.780591,"{'Cash': 100039.78059099999, 'WMT': 0.0, 'ABBV': 4816.0, 'MMM': 0.0}","{'WMT': {'buy': 92, 'sell': 98, 'no-action': 567}, 'ABBV': {'buy': 223, 'sell': 214, 'no-action': 320}, 'MMM': {'buy': 112, 'sell': 88, 'no-action': 557}}"
28.141064,757,915.940702,28.141063502900025,381410.63502900023,"{'Cash': 105232.13502900023, 'WMT': 0.0, 'ABBV': 4721.0, 'MMM': 0.0}","{'WMT': {'buy': 109, 'sell': 97, 'no-action': 551}, 'ABBV': {'buy': 228, 'sell': 220, 'no-action': 309}, 'MMM': {'buy': 75, 'sell': 61, 'no-action': 621}}"
27.07655,757,921.944759,27.076550392299993,370765.50392299984,"{'Cash': 151975.50392299984, 'WMT': 0.0, 'ABBV': 3740.0, 'MMM': 0.0}","{'WMT': {'buy': 111, 'sell': 106, 'no-action': 540}, 'ABBV': {'buy': 221, 'sell': 227, 'no-action': 309}, 'MMM': {'buy': 93, 'sell': 81, 'no-action': 583}}"
30.236125,757,928.040595,30.236124802199985,402361.2480219999,"{'Cash': 153911.7480219999, 'WMT': 0.0, 'ABBV': 4247.0, 'MMM': 0.0}","{'WMT': {'buy': 98, 'sell': 95, 'no-action': 564}, 'ABBV': {'buy': 188, 'sell': 183, 'no-action': 386}, 'MMM': {'buy': 100, 'sell': 81, 'no-action': 576}}"
27.883711,757,934.393694,27.883710937600004,378837.10937599983,"{'Cash': 155659.60937599983, 'WMT': 0.0, 'ABBV': 3815.0, 'MMM': 0.0}","{'WMT': {'buy': 95, 'sell': 89, 'no-action': 573}, 'ABBV': {'buy': 196, 'sell': 193, 'no-action': 368}, 'MMM': {'buy': 100, 'sell': 77, 'no-action': 580}}"
28.536815,757,940.406072,28.536815345799987,385368.15345799975,"{'Cash': 143938.65345799975, 'WMT': 0.0, 'ABBV': 4127.0, 'MMM': 0.0}","{'WMT': {'buy': 100, 'sell': 99, 'no-action': 558}, 'ABBV': {'buy': 200, 'sell': 197, 'no-action': 360}, 'MMM': {'buy': 75, 'sell': 66, 'no-action': 616}}"
29.842277,757,946.438234,29.842277393399943,398422.77393399953,"{'Cash': 156642.27393399953, 'WMT': 0.0, 'ABBV': 4133.0, 'MMM': 0.0}","{'WMT': {'buy': 80, 'sell': 81, 'no-action': 596}, 'ABBV': {'buy': 222, 'sell': 225, 'no-action': 310}, 'MMM': {'buy': 89, 'sell': 75, 'no-action': 593}}"
30.698636,757,952.496729,30.698635801300004,406986.3580129998,"{'Cash': 104482.85801299982, 'WMT': 0.0, 'ABBV': 5171.0, 'MMM': 0.0}","{'WMT': {'buy': 88, 'sell': 83, 'no-action': 586}, 'ABBV': {'buy': 214, 'sell': 206, 'no-action': 337}, 'MMM': {'buy': 90, 'sell': 72, 'no-action': 595}}"
30.844583,757,958.529911,30.84458345849999,408445.8345849997,"{'Cash': 173334.3345849997, 'WMT': 0.0, 'ABBV': 4019.0, 'MMM': 0.0}","{'WMT': {'buy': 90, 'sell': 89, 'no-action': 578}, 'ABBV': {'buy': 180, 'sell': 174, 'no-action': 403}, 'MMM': {'buy': 97, 'sell': 75, 'no-action': 585}}"
30.712232,757,964.545438,30.712232234899982,407122.3223489999,"{'Cash': 161773.32234899994, 'WMT': 0.0, 'ABBV': 4194.0, 'MMM': 0.0}","{'WMT': {'buy': 93, 'sell': 87, 'no-action': 577}, 'ABBV': {'buy': 211, 'sell': 201, 'no-action': 345}, 'MMM': {'buy': 67, 'sell': 67, 'no-action': 623}}"
31.193641,757,970.606158,31.19364053499994,411936.4053499998,"{'Cash': 154653.4053499998, 'WMT': 0.0, 'ABBV': 4398.0, 'MMM': 0.0}","{'WMT': {'buy': 96, 'sell': 98, 'no-action': 563}, 'ABBV': {'buy': 203, 'sell': 194, 'no-action': 360}, 'MMM': {'buy': 103, 'sell': 88, 'no-action': 566}}"
30.14425,757,976.636404,30.14424992529998,401442.4992529999,"{'Cash': 143223.4992529999, 'WMT': 0.0, 'ABBV': 4414.0, 'MMM': 0.0}","{'WMT': {'buy': 71, 'sell': 77, 'no-action': 609}, 'ABBV': {'buy': 236, 'sell': 217, 'no-action': 304}, 'MMM': {'buy': 89, 'sell': 76, 'no-action': 592}}"
30.726412,757,982.646345,30.726411954500016,407264.1195450001,"{'Cash': 145827.61954500008, 'WMT': 0.0, 'ABBV': 4469.0, 'MMM': 0.0}","{'WMT': {'buy': 104, 'sell': 106, 'no-action': 547}, 'ABBV': {'buy': 209, 'sell': 208, 'no-action': 340}, 'MMM': {'buy': 88, 'sell': 77, 'no-action': 592}}"
30.23234,757,988.693379,30.232339512100044,402323.3951210002,"{'Cash': 142115.39512100018, 'WMT': 0.0, 'ABBV': 4448.0, 'MMM': 0.0}","{'WMT': {'buy': 93, 'sell': 91, 'no-action': 573}, 'ABBV': {'buy': 216, 'sell': 210, 'no-action': 331}, 'MMM': {'buy': 77, 'sell': 69, 'no-action': 611}}"
29.829475,757,994.798939,29.829475328599987,398294.753286,"{'Cash': 169267.253286, 'WMT': 0.0, 'ABBV': 3915.0, 'MMM': 0.0}","{'WMT': {'buy': 96, 'sell': 100, 'no-action': 561}, 'ABBV': {'buy': 191, 'sell': 192, 'no-action': 374}, 'MMM': {'buy': 88, 'sell': 83, 'no-action': 586}}"
29.483518,757,1000.829522,29.483517570200007,394835.1757019999,"{'Cash': 174465.67570199992, 'WMT': 0.0, 'ABBV': 3767.0, 'MMM': 0.0}","{'WMT': {'buy': 81, 'sell': 76, 'no-action': 600}, 'ABBV': {'buy': 197, 'sell': 201, 'no-action': 359}, 'MMM': {'buy': 85, 'sell': 78, 'no-action': 594}}"
28.215607,757,1006.894404,28.215606780800016,382156.067808,"{'Cash': 163717.06780800005, 'WMT': 0.0, 'ABBV': 3734.0, 'MMM': 0.0}","{'WMT': {'buy': 99, 'sell': 93, 'no-action': 565}, 'ABBV': {'buy': 200, 'sell': 198, 'no-action': 359}, 'MMM': {'buy': 129, 'sell': 113, 'no-action': 515}}"
32.155953,757,1012.884979,32.15595311940004,421559.53119400045,"{'Cash': 148949.53119400045, 'WMT': 0.0, 'ABBV': 4660.0, 'MMM': 0.0}","{'WMT': {'buy': 95, 'sell': 98, 'no-action': 564}, 'ABBV': {'buy': 214, 'sell': 211, 'no-action': 332}, 'MMM': {'buy': 92, 'sell': 81, 'no-action': 584}}"
29.477095,757,1018.8808,29.47709463349998,394770.9463349998,"{'Cash': 160829.4463349998, 'WMT': 0.0, 'ABBV': 3999.0, 'MMM': 0.0}","{'WMT': {'buy': 124, 'sell': 115, 'no-action': 518}, 'ABBV': {'buy': 224, 'sell': 227, 'no-action': 306}, 'MMM': {'buy': 92, 'sell': 77, 'no-action': 588}}"
29.520581,757,1024.893772,29.52058055209998,395205.80552100006,"{'Cash': 163721.30552100003, 'WMT': 0.0, 'ABBV': 3957.0, 'MMM': 0.0}","{'WMT': {'buy': 77, 'sell': 84, 'no-action': 596}, 'ABBV': {'buy': 208, 'sell': 200, 'no-action': 349}, 'MMM': {'buy': 104, 'sell': 82, 'no-action': 571}}"
30.454379,757,1030.939625,30.454378951199974,404543.7895119997,"{'Cash': 158141.7895119997, 'WMT': 0.0, 'ABBV': 4212.0, 'MMM': 0.0}","{'WMT': {'buy': 94, 'sell': 94, 'no-action': 569}, 'ABBV': {'buy': 201, 'sell': 207, 'no-action': 349}, 'MMM': {'buy': 104, 'sell': 88, 'no-action': 565}}"
28.42978,757,1036.990025,28.429780217099985,384297.8021709998,"{'Cash': 133625.30217099984, 'WMT': 0.0, 'ABBV': 4285.0, 'MMM': 0.0}","{'WMT': {'buy': 111, 'sell': 107, 'no-action': 539}, 'ABBV': {'buy': 206, 'sell': 210, 'no-action': 341}, 'MMM': {'buy': 98, 'sell': 81, 'no-action': 578}}"
30.309493,757,1042.94349,30.309493091700006,403094.93091700005,"{'Cash': 158564.93091700005, 'WMT': 0.0, 'ABBV': 4180.0, 'MMM': 0.0}","{'WMT': {'buy': 103, 'sell': 102, 'no-action': 552}, 'ABBV': {'buy': 218, 'sell': 209, 'no-action': 330}, 'MMM': {'buy': 103, 'sell': 89, 'no-action': 565}}"
28.137768,757,1048.96153,28.137768079800026,381377.68079800025,"{'Cash': 162587.68079800025, 'WMT': 0.0, 'ABBV': 3740.0, 'MMM': 0.0}","{'WMT': {'buy': 103, 'sell': 97, 'no-action': 557}, 'ABBV': {'buy': 216, 'sell': 214, 'no-action': 327}, 'MMM': {'buy': 116, 'sell': 100, 'no-action': 541}}"
30.778965,757,1054.898666,30.77896546510002,407789.6546510001,"{'Cash': 166301.6546510001, 'WMT': 0.0, 'ABBV': 4128.0, 'MMM': 0.0}","{'WMT': {'buy': 95, 'sell': 93, 'no-action': 569}, 'ABBV': {'buy': 216, 'sell': 210, 'no-action': 331}, 'MMM': {'buy': 100, 'sell': 83, 'no-action': 574}}"
30.950496,757,1060.931355,30.95049568329997,409504.9568329997,"{'Cash': 163278.4568329997, 'WMT': 0.0, 'ABBV': 4209.0, 'MMM': 0.0}","{'WMT': {'buy': 98, 'sell': 95, 'no-action': 564}, 'ABBV': {'buy': 210, 'sell': 207, 'no-action': 340}, 'MMM': {'buy': 100, 'sell': 92, 'no-action': 565}}"
29.373576,757,1066.943613,29.373576071600034,393735.76071600005,"{'Cash': 152131.12090000004, 'WMT': 0.0, 'ABBV': 3999.0, 'MMM': 46.0}","{'WMT': {'buy': 103, 'sell': 103, 'no-action': 551}, 'ABBV': {'buy': 224, 'sell': 200, 'no-action': 333}, 'MMM': {'buy': 121, 'sell': 110, 'no-action': 526}}"
29.73808,757,1072.961888,29.738079542199994,397380.79542200005,"{'Cash': 161391.79542200005, 'WMT': 0.0, 'ABBV': 4034.0, 'MMM': 0.0}","{'WMT': {'buy': 90, 'sell': 91, 'no-action': 576}, 'ABBV': {'buy': 226, 'sell': 220, 'no-action': 311}, 'MMM': {'buy': 122, 'sell': 102, 'no-action': 533}}"
28.628194,757,1078.899838,28.62819440799999,386281.94408000004,"{'Cash': 169422.44408000004, 'WMT': 0.0, 'ABBV': 3707.0, 'MMM': 0.0}","{'WMT': {'buy': 107, 'sell': 101, 'no-action': 549}, 'ABBV': {'buy': 220, 'sell': 214, 'no-action': 323}, 'MMM': {'buy': 125, 'sell': 107, 'no-action': 525}}"
29.685849,757,1084.887366,29.685849221199987,396858.49221199984,"{'Cash': 163209.49221199987, 'WMT': 0.0, 'ABBV': 3994.0, 'MMM': 0.0}","{'WMT': {'buy': 97, 'sell': 102, 'no-action': 558}, 'ABBV': {'buy': 212, 'sell': 218, 'no-action': 327}, 'MMM': {'buy': 110, 'sell': 98, 'no-action': 549}}"
31.840762,757,1090.991943,31.84076233519996,418407.6233519997,"{'Cash': 161007.6233519997, 'WMT': 0.0, 'ABBV': 4400.0, 'MMM': 0.0}","{'WMT': {'buy': 78, 'sell': 87, 'no-action': 592}, 'ABBV': {'buy': 211, 'sell': 216, 'no-action': 330}, 'MMM': {'buy': 102, 'sell': 94, 'no-action': 561}}"
26.004747,757,1097.002269,26.004746780600023,360047.4678060002,"{'Cash': 159860.4678060002, 'WMT': 0.0, 'ABBV': 3422.0, 'MMM': 0.0}","{'WMT': {'buy': 111, 'sell': 105, 'no-action': 541}, 'ABBV': {'buy': 213, 'sell': 208, 'no-action': 336}, 'MMM': {'buy': 108, 'sell': 99, 'no-action': 550}}"
28.887524,757,1102.953862,28.887524237599994,388875.2423759998,"{'Cash': 167218.74237599978, 'WMT': 0.0, 'ABBV': 3789.0, 'MMM': 0.0}","{'WMT': {'buy': 120, 'sell': 113, 'no-action': 524}, 'ABBV': {'buy': 206, 'sell': 207, 'no-action': 344}, 'MMM': {'buy': 99, 'sell': 87, 'no-action': 571}}"
