#{"t_start": 1637497800.00389, "env_id": null}
r,l,t,total_asset,last_account,action_summary
68.295348,687,330.167927,782953.4757489999,"{'Cash': 13.583040999925288, 'WMT': 12708.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 72, 'sell': 59, 'no-action': 556}, 'ABBV': {'buy': 148, 'sell': 141, 'no-action': 398}, 'MMM': {'buy': 110, 'sell': 85, 'no-action': 492}}"
62.336265,687,334.612925,723362.6471769997,"{'Cash': 15217.295682999773, 'WMT': 11494.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 95, 'sell': 79, 'no-action': 513}, 'ABBV': {'buy': 140, 'sell': 123, 'no-action': 424}, 'MMM': {'buy': 118, 'sell': 95, 'no-action': 474}}"
64.296804,687,338.953154,742968.0403889999,"{'Cash': 13.03832999990118, 'WMT': 12059.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 79, 'sell': 67, 'no-action': 541}, 'ABBV': {'buy': 145, 'sell': 139, 'no-action': 403}, 'MMM': {'buy': 107, 'sell': 88, 'no-action': 492}}"
66.266099,687,343.268752,762660.9930359994,"{'Cash': 52.400657999496616, 'WMT': 12378.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 97, 'sell': 83, 'no-action': 507}, 'ABBV': {'buy': 141, 'sell': 147, 'no-action': 399}, 'MMM': {'buy': 113, 'sell': 91, 'no-action': 483}}"
63.608466,687,347.656388,736084.6589410002,"{'Cash': 29.976994000211562, 'WMT': 11947.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 97, 'sell': 78, 'no-action': 512}, 'ABBV': {'buy': 129, 'sell': 127, 'no-action': 431}, 'MMM': {'buy': 91, 'sell': 69, 'no-action': 527}}"
64.670552,687,352.136644,746705.5164730003,"{'Cash': 53.91435400030605, 'WMT': 12119.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 77, 'sell': 62, 'no-action': 548}, 'ABBV': {'buy': 149, 'sell': 142, 'no-action': 396}, 'MMM': {'buy': 111, 'sell': 80, 'no-action': 496}}"
69.927456,687,356.669348,799274.5638769998,"{'Cash': 8.020903999757138, 'WMT': 12973.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 79, 'sell': 66, 'no-action': 542}, 'ABBV': {'buy': 143, 'sell': 133, 'no-action': 411}, 'MMM': {'buy': 97, 'sell': 76, 'no-action': 514}}"
65.197054,687,361.122612,751970.5361510002,"{'Cash': 700665.1852880002, 'WMT': 0.0, 'ABBV': 863.0, 'MMM': 0.0}","{'WMT': {'buy': 82, 'sell': 80, 'no-action': 525}, 'ABBV': {'buy': 139, 'sell': 138, 'no-action': 410}, 'MMM': {'buy': 115, 'sell': 101, 'no-action': 471}}"
69.486753,687,365.45533,794867.5275259998,"{'Cash': 262803.5588899998, 'WMT': 8636.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 83, 'sell': 69, 'no-action': 535}, 'ABBV': {'buy': 140, 'sell': 140, 'no-action': 407}, 'MMM': {'buy': 115, 'sell': 90, 'no-action': 482}}"
66.81109,687,369.800611,768110.9020159994,"{'Cash': 19.01954899953853, 'WMT': 12467.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 64, 'sell': 50, 'no-action': 573}, 'ABBV': {'buy': 132, 'sell': 124, 'no-action': 431}, 'MMM': {'buy': 91, 'sell': 78, 'no-action': 518}}"
69.180578,687,374.143427,791805.7836669994,"{'Cash': 55.66081599948586, 'WMT': 12851.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 64, 'sell': 44, 'no-action': 579}, 'ABBV': {'buy': 150, 'sell': 146, 'no-action': 391}, 'MMM': {'buy': 99, 'sell': 94, 'no-action': 494}}"
68.024403,687,378.464562,780244.0286519999,"{'Cash': 648383.9264339999, 'WMT': 0.0, 'ABBV': 2218.0, 'MMM': 0.0}","{'WMT': {'buy': 73, 'sell': 66, 'no-action': 548}, 'ABBV': {'buy': 161, 'sell': 156, 'no-action': 370}, 'MMM': {'buy': 107, 'sell': 80, 'no-action': 500}}"
70.79438,687,382.812691,807943.8025380009,"{'Cash': 672219.4502550008, 'WMT': 0.0, 'ABBV': 2283.0, 'MMM': 0.0}","{'WMT': {'buy': 73, 'sell': 75, 'no-action': 539}, 'ABBV': {'buy': 163, 'sell': 156, 'no-action': 368}, 'MMM': {'buy': 117, 'sell': 96, 'no-action': 474}}"
72.87705,687,387.245363,828770.5022999996,"{'Cash': 54.378848999663205, 'WMT': 13451.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 79, 'sell': 59, 'no-action': 549}, 'ABBV': {'buy': 151, 'sell': 145, 'no-action': 391}, 'MMM': {'buy': 115, 'sell': 97, 'no-action': 475}}"
73.914615,687,391.736902,839146.1481410001,"{'Cash': 835460.248079, 'WMT': 0.0, 'ABBV': 62.0, 'MMM': 0.0}","{'WMT': {'buy': 72, 'sell': 74, 'no-action': 541}, 'ABBV': {'buy': 152, 'sell': 144, 'no-action': 391}, 'MMM': {'buy': 101, 'sell': 83, 'no-action': 503}}"
74.848501,687,396.143863,848485.013134,"{'Cash': 53.68936300010682, 'WMT': 13771.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 77, 'sell': 61, 'no-action': 549}, 'ABBV': {'buy': 145, 'sell': 148, 'no-action': 394}, 'MMM': {'buy': 100, 'sell': 83, 'no-action': 504}}"
71.786894,687,400.567993,817868.9422869999,"{'Cash': 817868.9422869999, 'WMT': 0.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 70, 'sell': 64, 'no-action': 553}, 'ABBV': {'buy': 145, 'sell': 146, 'no-action': 396}, 'MMM': {'buy': 108, 'sell': 87, 'no-action': 492}}"
69.339586,687,404.91042,793395.8612720005,"{'Cash': 793395.8612720005, 'WMT': 0.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 82, 'sell': 85, 'no-action': 520}, 'ABBV': {'buy': 137, 'sell': 136, 'no-action': 414}, 'MMM': {'buy': 100, 'sell': 84, 'no-action': 503}}"
72.9581,687,409.282941,829581.0034539996,"{'Cash': 772330.6524909997, 'WMT': 0.0, 'ABBV': 963.0, 'MMM': 0.0}","{'WMT': {'buy': 81, 'sell': 77, 'no-action': 529}, 'ABBV': {'buy': 153, 'sell': 142, 'no-action': 392}, 'MMM': {'buy': 99, 'sell': 85, 'no-action': 503}}"
76.38122,687,413.609482,863812.2040259999,"{'Cash': 39.99000599991632, 'WMT': 14020.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 81, 'sell': 69, 'no-action': 537}, 'ABBV': {'buy': 144, 'sell': 145, 'no-action': 398}, 'MMM': {'buy': 102, 'sell': 88, 'no-action': 497}}"
75.806246,687,418.154269,858062.4574690002,"{'Cash': 858062.4574690002, 'WMT': 0.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 69, 'sell': 64, 'no-action': 554}, 'ABBV': {'buy': 144, 'sell': 136, 'no-action': 407}, 'MMM': {'buy': 101, 'sell': 84, 'no-action': 502}}"
76.188203,687,422.72029,861882.0289880001,"{'Cash': 861882.0289880001, 'WMT': 0.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 75, 'sell': 74, 'no-action': 538}, 'ABBV': {'buy': 152, 'sell': 141, 'no-action': 394}, 'MMM': {'buy': 90, 'sell': 86, 'no-action': 511}}"
79.245316,687,427.091512,892453.1598680001,"{'Cash': 32.29538300020067, 'WMT': 14485.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 80, 'sell': 66, 'no-action': 541}, 'ABBV': {'buy': 154, 'sell': 140, 'no-action': 393}, 'MMM': {'buy': 109, 'sell': 91, 'no-action': 487}}"
79.343096,687,431.607169,893430.964136,"{'Cash': 234635.22344300008, 'WMT': 10693.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 85, 'sell': 72, 'no-action': 530}, 'ABBV': {'buy': 152, 'sell': 155, 'no-action': 380}, 'MMM': {'buy': 97, 'sell': 84, 'no-action': 506}}"
80.522569,687,436.01603,905225.6906659994,"{'Cash': 43856.26668499945, 'WMT': 13981.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 83, 'sell': 70, 'no-action': 534}, 'ABBV': {'buy': 148, 'sell': 151, 'no-action': 388}, 'MMM': {'buy': 111, 'sell': 88, 'no-action': 488}}"
77.40755,687,440.423574,874075.4955199999,"{'Cash': 14.978437999983726, 'WMT': 1995.0, 'ABBV': 0.0, 'MMM': 4913.0}","{'WMT': {'buy': 80, 'sell': 75, 'no-action': 532}, 'ABBV': {'buy': 163, 'sell': 153, 'no-action': 371}, 'MMM': {'buy': 110, 'sell': 92, 'no-action': 485}}"
80.949781,687,444.774093,909497.8111360003,"{'Cash': 10.9763740004164, 'WMT': 14762.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 87, 'sell': 65, 'no-action': 535}, 'ABBV': {'buy': 153, 'sell': 147, 'no-action': 387}, 'MMM': {'buy': 114, 'sell': 97, 'no-action': 476}}"
75.87532,687,449.191345,858753.199957,"{'Cash': 33.00601899999765, 'WMT': 13938.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 75, 'sell': 51, 'no-action': 561}, 'ABBV': {'buy': 148, 'sell': 137, 'no-action': 402}, 'MMM': {'buy': 124, 'sell': 104, 'no-action': 459}}"
77.888091,687,453.545709,878880.9134869997,"{'Cash': 7102.13918899979, 'WMT': 0.0, 'ABBV': 0.0, 'MMM': 5702.0}","{'WMT': {'buy': 66, 'sell': 66, 'no-action': 555}, 'ABBV': {'buy': 137, 'sell': 135, 'no-action': 415}, 'MMM': {'buy': 109, 'sell': 92, 'no-action': 486}}"
79.000071,687,457.866015,890000.7053650002,"{'Cash': 38.988763000204926, 'WMT': 1727.0, 'ABBV': 0.0, 'MMM': 5125.0}","{'WMT': {'buy': 84, 'sell': 77, 'no-action': 526}, 'ABBV': {'buy': 150, 'sell': 145, 'no-action': 392}, 'MMM': {'buy': 116, 'sell': 92, 'no-action': 479}}"
79.971681,687,462.223624,899716.8056839998,"{'Cash': 352010.60955499974, 'WMT': 6922.0, 'ABBV': 0.0, 'MMM': 793.0}","{'WMT': {'buy': 76, 'sell': 73, 'no-action': 538}, 'ABBV': {'buy': 162, 'sell': 154, 'no-action': 371}, 'MMM': {'buy': 116, 'sell': 94, 'no-action': 477}}"
79.837949,687,466.585119,898379.4877609998,"{'Cash': 24190.21990399991, 'WMT': 2548.0, 'ABBV': 0.0, 'MMM': 4691.0}","{'WMT': {'buy': 87, 'sell': 75, 'no-action': 525}, 'ABBV': {'buy': 145, 'sell': 141, 'no-action': 401}, 'MMM': {'buy': 115, 'sell': 87, 'no-action': 485}}"
80.401172,687,470.906774,904011.7234229995,"{'Cash': 129888.95826599945, 'WMT': 157.0, 'ABBV': 0.0, 'MMM': 5000.0}","{'WMT': {'buy': 69, 'sell': 62, 'no-action': 556}, 'ABBV': {'buy': 164, 'sell': 154, 'no-action': 369}, 'MMM': {'buy': 124, 'sell': 99, 'no-action': 464}}"
82.750756,687,475.223836,927507.559507,"{'Cash': 30.604453000152716, 'WMT': 15054.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 76, 'sell': 56, 'no-action': 555}, 'ABBV': {'buy': 140, 'sell': 142, 'no-action': 405}, 'MMM': {'buy': 97, 'sell': 86, 'no-action': 504}}"
80.53343,687,479.690444,905334.3044640002,"{'Cash': 12899.876001000259, 'WMT': 3065.0, 'ABBV': 0.0, 'MMM': 4602.0}","{'WMT': {'buy': 69, 'sell': 68, 'no-action': 550}, 'ABBV': {'buy': 155, 'sell': 153, 'no-action': 379}, 'MMM': {'buy': 118, 'sell': 94, 'no-action': 475}}"
83.124952,687,484.344957,931249.5155209999,"{'Cash': 14.350405999928626, 'WMT': 15115.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 75, 'sell': 58, 'no-action': 554}, 'ABBV': {'buy': 160, 'sell': 154, 'no-action': 373}, 'MMM': {'buy': 121, 'sell': 101, 'no-action': 465}}"
80.430751,687,488.956194,904307.5053670008,"{'Cash': 57.52069000080337, 'WMT': 14677.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 73, 'sell': 56, 'no-action': 558}, 'ABBV': {'buy': 145, 'sell': 146, 'no-action': 396}, 'MMM': {'buy': 110, 'sell': 87, 'no-action': 490}}"
82.369533,687,493.292921,923695.332404,"{'Cash': 38.19741200005956, 'WMT': 14992.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 80, 'sell': 63, 'no-action': 544}, 'ABBV': {'buy': 152, 'sell': 153, 'no-action': 382}, 'MMM': {'buy': 110, 'sell': 95, 'no-action': 482}}"
82.30559,687,497.643575,923055.9041739994,"{'Cash': 14.8691919995548, 'WMT': 14982.0, 'ABBV': 0.0, 'MMM': 0.0}","{'WMT': {'buy': 81, 'sell': 62, 'no-action': 544}, 'ABBV': {'buy': 161, 'sell': 156, 'no-action': 370}, 'MMM': {'buy': 119, 'sell': 95, 'no-action': 473}}"
83.788942,687,502.005486,937889.4234999993,"{'Cash': 26.401758999470985, 'WMT': 12741.0, 'ABBV': 0.0, 'MMM': 1000.0}","{'WMT': {'buy': 83, 'sell': 73, 'no-action': 531}, 'ABBV': {'buy': 173, 'sell': 174, 'no-action': 340}, 'MMM': {'buy': 115, 'sell': 94, 'no-action': 478}}"
84.98822,687,506.434633,949882.2020820002,"{'Cash': 14.372820000300322, 'WMT': 11030.0, 'ABBV': 0.0, 'MMM': 1768.0}","{'WMT': {'buy': 83, 'sell': 70, 'no-action': 534}, 'ABBV': {'buy': 160, 'sell': 153, 'no-action': 374}, 'MMM': {'buy': 117, 'sell': 103, 'no-action': 467}}"
83.959207,687,510.846585,939592.0689600004,"{'Cash': 36.35229900052005, 'WMT': 9128.0, 'ABBV': 0.0, 'MMM': 2467.0}","{'WMT': {'buy': 75, 'sell': 69, 'no-action': 543}, 'ABBV': {'buy': 170, 'sell': 166, 'no-action': 351}, 'MMM': {'buy': 122, 'sell': 108, 'no-action': 457}}"
80.294854,687,515.195395,902948.5435160003,"{'Cash': 39.55599800031632, 'WMT': 9568.0, 'ABBV': 0.0, 'MMM': 2050.0}","{'WMT': {'buy': 80, 'sell': 67, 'no-action': 540}, 'ABBV': {'buy': 170, 'sell': 158, 'no-action': 359}, 'MMM': {'buy': 113, 'sell': 94, 'no-action': 480}}"
84.663613,687,519.563129,946636.1270330001,"{'Cash': 53.76939800004948, 'WMT': 9855.0, 'ABBV': 0.0, 'MMM': 2220.0}","{'WMT': {'buy': 87, 'sell': 65, 'no-action': 535}, 'ABBV': {'buy': 155, 'sell': 157, 'no-action': 375}, 'MMM': {'buy': 118, 'sell': 100, 'no-action': 469}}"
83.147781,687,523.925947,931477.8082620001,"{'Cash': 44.25245700027668, 'WMT': 8480.0, 'ABBV': 0.0, 'MMM': 2675.0}","{'WMT': {'buy': 82, 'sell': 71, 'no-action': 534}, 'ABBV': {'buy': 156, 'sell': 150, 'no-action': 381}, 'MMM': {'buy': 112, 'sell': 96, 'no-action': 479}}"
85.107045,687,528.274512,951070.4525940001,"{'Cash': 52.837002000189386, 'WMT': 11145.0, 'ABBV': 4447.0, 'MMM': 0.0}","{'WMT': {'buy': 76, 'sell': 61, 'no-action': 550}, 'ABBV': {'buy': 165, 'sell': 160, 'no-action': 362}, 'MMM': {'buy': 124, 'sell': 101, 'no-action': 462}}"
82.781971,687,532.675632,927819.7134729996,"{'Cash': 42.99236199957522, 'WMT': 11255.0, 'ABBV': 1000.0, 'MMM': 1144.0}","{'WMT': {'buy': 78, 'sell': 66, 'no-action': 543}, 'ABBV': {'buy': 151, 'sell': 150, 'no-action': 386}, 'MMM': {'buy': 119, 'sell': 97, 'no-action': 471}}"
86.0114,687,537.053399,960113.9989889999,"{'Cash': 54.543309000007866, 'WMT': 12909.0, 'ABBV': 2771.0, 'MMM': 0.0}","{'WMT': {'buy': 77, 'sell': 57, 'no-action': 553}, 'ABBV': {'buy': 163, 'sell': 156, 'no-action': 368}, 'MMM': {'buy': 123, 'sell': 95, 'no-action': 469}}"
82.64063,687,541.556809,926406.2987069997,"{'Cash': 32.751701999804936, 'WMT': 2184.0, 'ABBV': 0.0, 'MMM': 5179.0}","{'WMT': {'buy': 68, 'sell': 71, 'no-action': 548}, 'ABBV': {'buy': 151, 'sell': 146, 'no-action': 390}, 'MMM': {'buy': 120, 'sell': 95, 'no-action': 472}}"
85.971199,687,545.87881,959711.9879640001,"{'Cash': 2.4420090001458448, 'WMT': 1591.0, 'ABBV': 0.0, 'MMM': 5636.0}","{'WMT': {'buy': 80, 'sell': 67, 'no-action': 540}, 'ABBV': {'buy': 156, 'sell': 152, 'no-action': 379}, 'MMM': {'buy': 128, 'sell': 102, 'no-action': 457}}"
82.837829,687,550.485064,928378.2893599995,"{'Cash': 117361.37571799941, 'WMT': 0.0, 'ABBV': 13642.0, 'MMM': 0.0}","{'WMT': {'buy': 62, 'sell': 59, 'no-action': 566}, 'ABBV': {'buy': 180, 'sell': 166, 'no-action': 341}, 'MMM': {'buy': 111, 'sell': 87, 'no-action': 489}}"
79.465738,687,555.007955,894657.3770570001,"{'Cash': 31.589018000115175, 'WMT': 2773.0, 'ABBV': 0.0, 'MMM': 4734.0}","{'WMT': {'buy': 58, 'sell': 53, 'no-action': 576}, 'ABBV': {'buy': 149, 'sell': 150, 'no-action': 388}, 'MMM': {'buy': 100, 'sell': 77, 'no-action': 510}}"
66.481547,687,559.374233,764815.4691660001,"{'Cash': 43.452984000144184, 'WMT': 844.0, 'ABBV': 0.0, 'MMM': 4662.0}","{'WMT': {'buy': 72, 'sell': 66, 'no-action': 549}, 'ABBV': {'buy': 139, 'sell': 133, 'no-action': 415}, 'MMM': {'buy': 84, 'sell': 69, 'no-action': 534}}"
82.843483,687,563.71775,928434.832278,"{'Cash': 4.113275999969872, 'WMT': 3617.0, 'ABBV': 0.0, 'MMM': 4615.0}","{'WMT': {'buy': 77, 'sell': 66, 'no-action': 544}, 'ABBV': {'buy': 146, 'sell': 140, 'no-action': 401}, 'MMM': {'buy': 119, 'sell': 93, 'no-action': 475}}"
82.920858,687,568.136789,929208.5797940001,"{'Cash': 16.608917000196627, 'WMT': 4957.0, 'ABBV': 0.0, 'MMM': 4080.0}","{'WMT': {'buy': 67, 'sell': 56, 'no-action': 564}, 'ABBV': {'buy': 152, 'sell': 155, 'no-action': 380}, 'MMM': {'buy': 110, 'sell': 81, 'no-action': 496}}"
83.601871,687,572.465662,936018.7077729998,"{'Cash': 12.61111299986078, 'WMT': 1983.0, 'ABBV': 0.0, 'MMM': 5323.0}","{'WMT': {'buy': 60, 'sell': 52, 'no-action': 575}, 'ABBV': {'buy': 164, 'sell': 148, 'no-action': 375}, 'MMM': {'buy': 127, 'sell': 95, 'no-action': 465}}"
82.675918,687,576.826661,926759.1751099997,"{'Cash': 3.739849999855018, 'WMT': 941.0, 'ABBV': 1.0, 'MMM': 5682.0}","{'WMT': {'buy': 67, 'sell': 62, 'no-action': 558}, 'ABBV': {'buy': 155, 'sell': 145, 'no-action': 387}, 'MMM': {'buy': 118, 'sell': 88, 'no-action': 481}}"
82.307826,687,581.201032,923078.2560980001,"{'Cash': 55.872131000111644, 'WMT': 0.0, 'ABBV': 3.0, 'MMM': 6036.0}","{'WMT': {'buy': 75, 'sell': 68, 'no-action': 544}, 'ABBV': {'buy': 153, 'sell': 142, 'no-action': 392}, 'MMM': {'buy': 113, 'sell': 86, 'no-action': 488}}"
82.762332,687,585.58232,927623.324237,"{'Cash': 21.8287369999598, 'WMT': 1117.0, 'ABBV': 0.0, 'MMM': 5617.0}","{'WMT': {'buy': 65, 'sell': 64, 'no-action': 558}, 'ABBV': {'buy': 154, 'sell': 147, 'no-action': 386}, 'MMM': {'buy': 123, 'sell': 98, 'no-action': 466}}"
84.373637,687,590.053777,943736.3730229997,"{'Cash': 32.25568099976226, 'WMT': 2505.0, 'ABBV': 0.0, 'MMM': 5163.0}","{'WMT': {'buy': 72, 'sell': 73, 'no-action': 542}, 'ABBV': {'buy': 164, 'sell': 158, 'no-action': 365}, 'MMM': {'buy': 131, 'sell': 102, 'no-action': 454}}"
79.776749,687,594.457238,897767.486682,"{'Cash': 1005.4620329999161, 'WMT': 11981.0, 'ABBV': 2668.0, 'MMM': 0.0}","{'WMT': {'buy': 79, 'sell': 62, 'no-action': 546}, 'ABBV': {'buy': 145, 'sell': 143, 'no-action': 399}, 'MMM': {'buy': 112, 'sell': 99, 'no-action': 476}}"
81.638509,687,598.835919,916385.0866519999,"{'Cash': 16339.241860999908, 'WMT': 9593.0, 'ABBV': 5198.0, 'MMM': 0.0}","{'WMT': {'buy': 77, 'sell': 64, 'no-action': 546}, 'ABBV': {'buy': 146, 'sell': 127, 'no-action': 414}, 'MMM': {'buy': 118, 'sell': 98, 'no-action': 471}}"
85.014544,687,603.238822,950145.4443669997,"{'Cash': 15.528384999779519, 'WMT': 0.0, 'ABBV': 15982.0, 'MMM': 0.0}","{'WMT': {'buy': 80, 'sell': 76, 'no-action': 531}, 'ABBV': {'buy': 173, 'sell': 144, 'no-action': 370}, 'MMM': {'buy': 115, 'sell': 92, 'no-action': 480}}"
82.798406,687,607.597369,927984.0554619995,"{'Cash': 28.989852999453433, 'WMT': 0.0, 'ABBV': 15609.0, 'MMM': 0.0}","{'WMT': {'buy': 72, 'sell': 69, 'no-action': 546}, 'ABBV': {'buy': 156, 'sell': 139, 'no-action': 392}, 'MMM': {'buy': 119, 'sell': 103, 'no-action': 465}}"
84.606127,687,611.96946,946061.2742770007,"{'Cash': 33.40836400075932, 'WMT': 0.0, 'ABBV': 15913.0, 'MMM': 0.0}","{'WMT': {'buy': 76, 'sell': 76, 'no-action': 535}, 'ABBV': {'buy': 158, 'sell': 140, 'no-action': 389}, 'MMM': {'buy': 115, 'sell': 97, 'no-action': 475}}"
84.609125,687,616.489334,946091.245894,"{'Cash': 3.9299799999644165, 'WMT': 0.0, 'ABBV': 15914.0, 'MMM': 0.0}","{'WMT': {'buy': 75, 'sell': 76, 'no-action': 536}, 'ABBV': {'buy': 174, 'sell': 151, 'no-action': 362}, 'MMM': {'buy': 134, 'sell': 121, 'no-action': 432}}"
80.129282,687,620.883611,901292.8222769998,"{'Cash': 30.807116999902064, 'WMT': 0.0, 'ABBV': 15160.0, 'MMM': 0.0}","{'WMT': {'buy': 68, 'sell': 65, 'no-action': 554}, 'ABBV': {'buy': 163, 'sell': 147, 'no-action': 377}, 'MMM': {'buy': 120, 'sell': 91, 'no-action': 476}}"
88.012851,687,625.238994,980128.5134159998,"{'Cash': 35.79692999982581, 'WMT': 0.0, 'ABBV': 16486.0, 'MMM': 0.0}","{'WMT': {'buy': 71, 'sell': 72, 'no-action': 544}, 'ABBV': {'buy': 170, 'sell': 147, 'no-action': 370}, 'MMM': {'buy': 114, 'sell': 95, 'no-action': 478}}"
86.994867,687,629.696044,969948.6718329999,"{'Cash': 21.905517999941367, 'WMT': 0.0, 'ABBV': 16315.0, 'MMM': 0.0}","{'WMT': {'buy': 70, 'sell': 67, 'no-action': 550}, 'ABBV': {'buy': 172, 'sell': 149, 'no-action': 366}, 'MMM': {'buy': 131, 'sell': 99, 'no-action': 457}}"
85.503679,687,634.177254,955036.7918540003,"{'Cash': 31.975790000236884, 'WMT': 0.0, 'ABBV': 16064.0, 'MMM': 0.0}","{'WMT': {'buy': 61, 'sell': 55, 'no-action': 571}, 'ABBV': {'buy': 168, 'sell': 149, 'no-action': 370}, 'MMM': {'buy': 119, 'sell': 92, 'no-action': 476}}"
80.465345,687,638.517583,904653.449188,"{'Cash': 2.783971000022575, 'WMT': 0.0, 'ABBV': 15217.0, 'MMM': 0.0}","{'WMT': {'buy': 62, 'sell': 65, 'no-action': 560}, 'ABBV': {'buy': 169, 'sell': 153, 'no-action': 365}, 'MMM': {'buy': 119, 'sell': 87, 'no-action': 481}}"
82.144778,687,642.856127,921447.782441,"{'Cash': 32.21694199992635, 'WMT': 0.0, 'ABBV': 15499.0, 'MMM': 0.0}","{'WMT': {'buy': 70, 'sell': 65, 'no-action': 552}, 'ABBV': {'buy': 163, 'sell': 142, 'no-action': 382}, 'MMM': {'buy': 111, 'sell': 91, 'no-action': 485}}"
88.361985,687,647.243507,983619.8497909999,"{'Cash': 7569.733372999981, 'WMT': 0.0, 'ABBV': 16418.0, 'MMM': 0.0}","{'WMT': {'buy': 76, 'sell': 78, 'no-action': 533}, 'ABBV': {'buy': 173, 'sell': 149, 'no-action': 365}, 'MMM': {'buy': 125, 'sell': 98, 'no-action': 464}}"
86.805524,687,651.708686,968055.2408340006,"{'Cash': 7402.674675000613, 'WMT': 0.0, 'ABBV': 16159.0, 'MMM': 0.0}","{'WMT': {'buy': 75, 'sell': 76, 'no-action': 536}, 'ABBV': {'buy': 182, 'sell': 158, 'no-action': 347}, 'MMM': {'buy': 124, 'sell': 98, 'no-action': 465}}"
85.932359,687,656.060734,959323.5899529998,"{'Cash': 9372.023973999938, 'WMT': 0.0, 'ABBV': 15979.0, 'MMM': 0.0}","{'WMT': {'buy': 77, 'sell': 72, 'no-action': 538}, 'ABBV': {'buy': 170, 'sell': 143, 'no-action': 374}, 'MMM': {'buy': 121, 'sell': 100, 'no-action': 466}}"
85.73212,687,660.442006,957321.2027510003,"{'Cash': 57.2866490002707, 'WMT': 0.0, 'ABBV': 16102.0, 'MMM': 0.0}","{'WMT': {'buy': 72, 'sell': 69, 'no-action': 546}, 'ABBV': {'buy': 176, 'sell': 156, 'no-action': 355}, 'MMM': {'buy': 123, 'sell': 102, 'no-action': 462}}"
82.062471,687,664.853671,920624.7141419997,"{'Cash': 264335.43872099975, 'WMT': 0.0, 'ABBV': 6994.0, 'MMM': 1573.0}","{'WMT': {'buy': 82, 'sell': 73, 'no-action': 532}, 'ABBV': {'buy': 171, 'sell': 162, 'no-action': 354}, 'MMM': {'buy': 129, 'sell': 92, 'no-action': 466}}"
84.189979,687,669.22908,941899.7944329998,"{'Cash': 410714.0354979997, 'WMT': 0.0, 'ABBV': 8935.0, 'MMM': 0.0}","{'WMT': {'buy': 83, 'sell': 77, 'no-action': 527}, 'ABBV': {'buy': 183, 'sell': 162, 'no-action': 342}, 'MMM': {'buy': 123, 'sell': 99, 'no-action': 465}}"
85.947775,687,673.586051,959477.7527250005,"{'Cash': 571522.0265850006, 'WMT': 0.0, 'ABBV': 6248.0, 'MMM': 108.0}","{'WMT': {'buy': 77, 'sell': 74, 'no-action': 536}, 'ABBV': {'buy': 174, 'sell': 161, 'no-action': 352}, 'MMM': {'buy': 125, 'sell': 105, 'no-action': 457}}"
87.22512,687,677.95979,972251.1984009997,"{'Cash': 67.49633499979245, 'WMT': 0.0, 'ABBV': 6066.0, 'MMM': 4000.0}","{'WMT': {'buy': 76, 'sell': 72, 'no-action': 539}, 'ABBV': {'buy': 173, 'sell': 157, 'no-action': 357}, 'MMM': {'buy': 129, 'sell': 93, 'no-action': 465}}"
86.658467,687,682.549618,966584.6749300004,"{'Cash': 94.62229900047532, 'WMT': 0.0, 'ABBV': 6446.0, 'MMM': 3815.0}","{'WMT': {'buy': 71, 'sell': 70, 'no-action': 546}, 'ABBV': {'buy': 188, 'sell': 170, 'no-action': 329}, 'MMM': {'buy': 131, 'sell': 108, 'no-action': 448}}"
